flight_number,flight_boarding_pt,flight_boarding_time,destination,menu_cycle,itemcategory,Adults,Children,Elders,Middle Aged,Teenagers,C,F,M,Africa,Americas,Asia,China,Europe,Germany,Gulf,India,Indonesia,Iran,Italy,Japan,Mauritus,Northern Africa,Oceania,Thailand,null,asian / japanese,continental / european,indian,middle eastern,year,month,quarter,week,day,dayofweek,Meal,dishsubcategory,pax_count
1,DXB,6/21/2018 7:45,LHR,C,Lunch,20,3,24,34,2,3,35,59,2,1,4,5,26,1,1,1,2,,,,,,40,,,0,0,0,0,2018,6,2,25,21,3,1,Poultry,97
1,DXB,6/21/2018 7:45,LHR,C,Lunch,20,3,24,34,2,3,35,59,2,1,4,5,26,1,1,1,2,,,,,,40,,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,97
1,DXB,6/21/2018 7:45,LHR,C,Lunch,20,3,24,34,2,3,35,59,2,1,4,5,26,1,1,1,2,,,,,,40,,,0,0,0,0,2018,6,2,25,21,3,1,Seafood,97
1,DXB,6/22/2018 7:45,LHR,C,Lunch,15,5,12,59,6,8,39,69,2,6,7,,37,3,3,5,1,,3,,,1,29,,,0,0,0,0,2018,6,2,25,22,4,1,Poultry,116
1,DXB,6/22/2018 7:45,LHR,C,Lunch,15,5,12,59,6,8,39,69,2,6,7,,37,3,3,5,1,,3,,,1,29,,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,116
1,DXB,6/22/2018 7:45,LHR,C,Lunch,15,5,12,59,6,8,39,69,2,6,7,,37,3,3,5,1,,3,,,1,29,,,0,0,0,0,2018,6,2,25,22,4,1,Seafood,116
1,DXB,6/23/2018 7:45,LHR,C,Lunch,15,6,11,53,1,6,41,56,3,2,11,7,38,1,5,1,3,,1,,,,14,,,0,0,0,0,2018,6,2,25,23,5,1,Poultry,103
1,DXB,6/23/2018 7:45,LHR,C,Lunch,15,6,11,53,1,6,41,56,3,2,11,7,38,1,5,1,3,,1,,,,14,,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,103
1,DXB,6/23/2018 7:45,LHR,C,Lunch,15,6,11,53,1,6,41,56,3,2,11,7,38,1,5,1,3,,1,,,,14,,,0,0,0,0,2018,6,2,25,23,5,1,Seafood,103
1,DXB,6/24/2018 7:45,LHR,C,Lunch,34,1,10,52,,,31,71,13,3,15,1,21,,1,4,3,,1,3,,6,19,2,,0,0,0,0,2018,6,2,25,24,6,1,Poultry,101
1,DXB,6/24/2018 7:45,LHR,C,Lunch,34,1,10,52,,,31,71,13,3,15,1,21,,1,4,3,,1,3,,6,19,2,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,101
1,DXB,6/24/2018 7:45,LHR,C,Lunch,34,1,10,52,,,31,71,13,3,15,1,21,,1,4,3,,1,3,,6,19,2,,0,0,0,0,2018,6,2,25,24,6,1,Seafood,101
1,DXB,6/25/2018 7:45,LHR,C,Lunch,19,4,18,38,3,4,35,52,9,1,9,3,13,,2,8,,,6,1,,,28,2,,0,0,0,0,2018,6,2,26,25,0,1,Poultry,91
1,DXB,6/25/2018 7:45,LHR,C,Lunch,19,4,18,38,3,4,35,52,9,1,9,3,13,,2,8,,,6,1,,,28,2,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,91
1,DXB,6/25/2018 7:45,LHR,C,Lunch,19,4,18,38,3,4,35,52,9,1,9,3,13,,2,8,,,6,1,,,28,2,,0,0,0,0,2018,6,2,26,25,0,1,Seafood,91
1,DXB,6/26/2018 7:45,LHR,C,Lunch,24,4,12,39,1,4,31,50,8,1,10,,22,1,4,3,,,,1,1,,29,,,0,0,0,0,2018,6,2,26,26,1,1,Poultry,85
1,DXB,6/26/2018 7:45,LHR,C,Lunch,24,4,12,39,1,4,31,50,8,1,10,,22,1,4,3,,,,1,1,,29,,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,85
1,DXB,6/26/2018 7:45,LHR,C,Lunch,24,4,12,39,1,4,31,50,8,1,10,,22,1,4,3,,,,1,1,,29,,,0,0,0,0,2018,6,2,26,26,1,1,Seafood,85
1,DXB,6/27/2018 7:45,LHR,C,Lunch,11,,15,17,1,3,27,38,3,3,,7,16,,2,,,,,,,,10,,,0,0,0,0,2018,6,2,26,27,2,1,Poultry,68
1,DXB,6/27/2018 7:45,LHR,C,Lunch,11,,15,17,1,3,27,38,3,3,,7,16,,2,,,,,,,,10,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,68
1,DXB,6/27/2018 7:45,LHR,C,Lunch,11,,15,17,1,3,27,38,3,3,,7,16,,2,,,,,,,,10,,,0,0,0,0,2018,6,2,26,27,2,1,Seafood,68
1,DXB,6/28/2018 7:45,LHR,C,Lunch,6,2,14,27,3,1,31,38,5,1,2,,15,,2,3,,,,,,,16,2,,0,0,0,0,2018,6,2,26,28,3,1,Poultry,69
1,DXB,6/28/2018 7:45,LHR,C,Lunch,6,2,14,27,3,1,31,38,5,1,2,,15,,2,3,,,,,,,16,2,,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,69
1,DXB,6/28/2018 7:45,LHR,C,Lunch,6,2,14,27,3,1,31,38,5,1,2,,15,,2,3,,,,,,,16,2,,0,0,0,0,2018,6,2,26,28,3,1,Seafood,69
2,LHR,6/21/2018 14:20,DXB,C,Lunch,21,1,25,29,1,,28,51,3,,12,1,15,1,4,16,,,,,,1,24,,,0,0,0,0,2018,6,2,25,21,3,1,Poultry,78
2,LHR,6/21/2018 14:20,DXB,C,Lunch,21,1,25,29,1,,28,51,3,,12,1,15,1,4,16,,,,,,1,24,,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,78
2,LHR,6/21/2018 14:20,DXB,C,Lunch,21,1,25,29,1,,28,51,3,,12,1,15,1,4,16,,,,,,1,24,,,0,0,0,0,2018,6,2,25,21,3,1,Seafood,78
2,LHR,6/22/2018 14:20,DXB,C,Lunch,21,2,13,46,,2,32,53,1,,22,,22,,5,4,,,,1,,,27,,,0,0,0,0,2018,6,2,25,22,4,1,Poultry,87
2,LHR,6/22/2018 14:20,DXB,C,Lunch,21,2,13,46,,2,32,53,1,,22,,22,,5,4,,,,1,,,27,,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,87
2,LHR,6/22/2018 14:20,DXB,C,Lunch,21,2,13,46,,2,32,53,1,,22,,22,,5,4,,,,1,,,27,,,0,0,0,0,2018,6,2,25,22,4,1,Seafood,87
2,LHR,6/23/2018 14:20,DXB,C,Lunch,22,,13,57,2,,19,78,2,7,22,,36,,5,5,,,1,1,,,15,,,0,0,0,0,2018,6,2,25,23,5,1,Poultry,97
2,LHR,6/23/2018 14:20,DXB,C,Lunch,22,,13,57,2,,19,78,2,7,22,,36,,5,5,,,1,1,,,15,,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,97
2,LHR,6/23/2018 14:20,DXB,C,Lunch,22,,13,57,2,,19,78,2,7,22,,36,,5,5,,,1,1,,,15,,,0,0,0,0,2018,6,2,25,23,5,1,Seafood,97
2,LHR,6/24/2018 14:20,DXB,C,Lunch,27,3,15,38,2,3,32,57,1,4,7,,48,,4,3,,1,,,,,16,,,0,0,0,0,2018,6,2,25,24,6,1,Poultry,92
2,LHR,6/24/2018 14:20,DXB,C,Lunch,27,3,15,38,2,3,32,57,1,4,7,,48,,4,3,,1,,,,,16,,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,92
2,LHR,6/24/2018 14:20,DXB,C,Lunch,27,3,15,38,2,3,32,57,1,4,7,,48,,4,3,,1,,,,,16,,,0,0,0,0,2018,6,2,25,24,6,1,Seafood,92
2,LHR,6/25/2018 14:20,DXB,C,Lunch,15,3,23,43,1,3,22,66,,2,20,,32,1,3,10,,,,,,3,13,,,0,0,0,0,2018,6,2,26,25,0,1,Poultry,91
2,LHR,6/25/2018 14:20,DXB,C,Lunch,15,3,23,43,1,3,22,66,,2,20,,32,1,3,10,,,,,,3,13,,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,91
2,LHR,6/25/2018 14:20,DXB,C,Lunch,15,3,23,43,1,3,22,66,,2,20,,32,1,3,10,,,,,,3,13,,,0,0,0,0,2018,6,2,26,25,0,1,Seafood,91
2,LHR,6/26/2018 14:20,DXB,C,Lunch,15,1,11,30,2,,29,36,1,4,20,,17,,4,6,,,,,,1,3,,,0,0,0,0,2018,6,2,26,26,1,1,Poultry,64
2,LHR,6/26/2018 14:20,DXB,C,Lunch,15,1,11,30,2,,29,36,1,4,20,,17,,4,6,,,,,,1,3,,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,64
2,LHR,6/26/2018 14:20,DXB,C,Lunch,15,1,11,30,2,,29,36,1,4,20,,17,,4,6,,,,,,1,3,,,0,0,0,0,2018,6,2,26,26,1,1,Seafood,64
2,LHR,6/27/2018 14:20,DXB,C,Lunch,16,4,13,25,,3,26,31,,4,3,1,22,,,11,,,,4,2,,9,,,0,0,0,0,2018,6,2,26,27,2,1,Poultry,59
2,LHR,6/27/2018 14:20,DXB,C,Lunch,16,4,13,25,,3,26,31,,4,3,1,22,,,11,,,,4,2,,9,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,59
2,LHR,6/27/2018 14:20,DXB,C,Lunch,16,4,13,25,,3,26,31,,4,3,1,22,,,11,,,,4,2,,9,,,0,0,0,0,2018,6,2,26,27,2,1,Seafood,59
2,LHR,6/28/2018 14:20,DXB,C,Lunch,17,3,14,20,,2,31,39,3,,12,,15,,2,9,,,,,,2,8,,,0,0,0,0,2018,6,2,26,28,3,1,Poultry,71
2,LHR,6/28/2018 14:20,DXB,C,Lunch,17,3,14,20,,2,31,39,3,,12,,15,,2,9,,,,,,2,8,,,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,71
2,LHR,6/28/2018 14:20,DXB,C,Lunch,17,3,14,20,,2,31,39,3,,12,,15,,2,9,,,,,,2,8,,,0,0,0,0,2018,6,2,26,28,3,1,Seafood,71
3,DXB,6/21/2018 14:15,LHR,C,Lunch,25,4,13,39,9,5,41,53,,4,11,,34,2,13,9,,1,,,,1,15,,,0,0,0,0,2018,6,2,25,21,3,1,Poultry,99
3,DXB,6/21/2018 14:15,LHR,C,Lunch,25,4,13,39,9,5,41,53,,4,11,,34,2,13,9,,1,,,,1,15,,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,99
3,DXB,6/21/2018 14:15,LHR,C,Lunch,25,4,13,39,9,5,41,53,,4,11,,34,2,13,9,,1,,,,1,15,,,0,0,0,0,2018,6,2,25,21,3,1,Seafood,99
3,DXB,6/22/2018 14:15,LHR,C,Lunch,34,4,13,27,2,2,28,58,1,3,5,5,28,,15,6,,,1,,,,16,,,0,0,0,0,2018,6,2,25,22,4,1,Poultry,86
3,DXB,6/22/2018 14:15,LHR,C,Lunch,34,4,13,27,2,2,28,58,1,3,5,5,28,,15,6,,,1,,,,16,,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,86
3,DXB,6/22/2018 14:15,LHR,C,Lunch,34,4,13,27,2,2,28,58,1,3,5,5,28,,15,6,,,1,,,,16,,,0,0,0,0,2018,6,2,25,22,4,1,Seafood,86
3,DXB,6/23/2018 14:15,LHR,C,Lunch,23,4,11,33,2,4,33,41,1,2,2,2,27,,4,12,,,,,,,21,,,0,0,0,0,2018,6,2,25,23,5,1,Poultry,78
3,DXB,6/23/2018 14:15,LHR,C,Lunch,23,4,11,33,2,4,33,41,1,2,2,2,27,,4,12,,,,,,,21,,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,78
3,DXB,6/23/2018 14:15,LHR,C,Lunch,23,4,11,33,2,4,33,41,1,2,2,2,27,,4,12,,,,,,,21,,,0,0,0,0,2018,6,2,25,23,5,1,Seafood,78
3,DXB,6/24/2018 14:15,LHR,C,Lunch,27,3,15,32,4,2,27,58,,3,8,3,30,2,3,12,,,1,,,,16,2,,0,0,0,0,2018,6,2,25,24,6,1,Poultry,86
3,DXB,6/24/2018 14:15,LHR,C,Lunch,27,3,15,32,4,2,27,58,,3,8,3,30,2,3,12,,,1,,,,16,2,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,86
3,DXB,6/24/2018 14:15,LHR,C,Lunch,27,3,15,32,4,2,27,58,,3,8,3,30,2,3,12,,,1,,,,16,2,,0,0,0,0,2018,6,2,25,24,6,1,Seafood,86
3,DXB,6/25/2018 14:15,LHR,C,Lunch,27,4,16,28,3,6,25,56,2,8,10,,20,,19,7,,,,,,,10,,,0,0,0,0,2018,6,2,26,25,0,1,Poultry,87
3,DXB,6/25/2018 14:15,LHR,C,Lunch,27,4,16,28,3,6,25,56,2,8,10,,20,,19,7,,,,,,,10,,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,87
3,DXB,6/25/2018 14:15,LHR,C,Lunch,27,4,16,28,3,6,25,56,2,8,10,,20,,19,7,,,,,,,10,,,0,0,0,0,2018,6,2,26,25,0,1,Seafood,87
3,DXB,6/27/2018 14:15,LHR,C,Lunch,12,7,8,22,4,8,16,47,,3,18,,18,,1,2,,,,,,,6,,,0,0,0,0,2018,6,2,26,27,2,1,Poultry,71
3,DXB,6/27/2018 14:15,LHR,C,Lunch,12,7,8,22,4,8,16,47,,3,18,,18,,1,2,,,,,,,6,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,71
3,DXB,6/27/2018 14:15,LHR,C,Lunch,12,7,8,22,4,8,16,47,,3,18,,18,,1,2,,,,,,,6,,,0,0,0,0,2018,6,2,26,27,2,1,Seafood,71
3,DXB,6/28/2018 14:15,LHR,C,Lunch,9,4,10,28,2,8,29,37,,,6,1,13,1,14,2,,,,,,,10,,,0,0,0,0,2018,6,2,26,28,3,1,Poultry,74
3,DXB,6/28/2018 14:15,LHR,C,Lunch,9,4,10,28,2,8,29,37,,,6,1,13,1,14,2,,,,,,,10,,,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,74
3,DXB,6/28/2018 14:15,LHR,C,Lunch,9,4,10,28,2,8,29,37,,,6,1,13,1,14,2,,,,,,,10,,,0,0,0,0,2018,6,2,26,28,3,1,Seafood,74
4,LHR,6/21/2018 20:40,DXB,C,Dinner,23,3,13,42,2,2,29,56,9,2,12,2,30,,6,13,,,,,,,9,,,0,0,0,0,2018,6,2,25,21,3,1,Poultry,86
4,LHR,6/21/2018 20:40,DXB,C,Dinner,23,3,13,42,2,2,29,56,9,2,12,2,30,,6,13,,,,,,,9,,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,86
4,LHR,6/21/2018 20:40,DXB,C,Dinner,23,3,13,42,2,2,29,56,9,2,12,2,30,,6,13,,,,,,,9,,,0,0,0,0,2018,6,2,25,21,3,1,Seafood,86
4,LHR,6/22/2018 20:40,DXB,C,Dinner,18,3,17,53,5,4,33,65,4,3,18,,31,,7,9,6,1,2,,,,11,,,0,0,0,0,2018,6,2,25,22,4,1,Poultry,102
4,LHR,6/22/2018 20:40,DXB,C,Dinner,18,3,17,53,5,4,33,65,4,3,18,,31,,7,9,6,1,2,,,,11,,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,102
4,LHR,6/22/2018 20:40,DXB,C,Dinner,18,3,17,53,5,4,33,65,4,3,18,,31,,7,9,6,1,2,,,,11,,,0,0,0,0,2018,6,2,25,22,4,1,Seafood,102
4,LHR,6/23/2018 20:40,DXB,C,Dinner,24,3,12,37,2,3,31,44,14,,16,,25,,2,6,,1,,,,1,13,,,0,0,0,0,2018,6,2,25,23,5,1,Poultry,78
4,LHR,6/23/2018 20:40,DXB,C,Dinner,24,3,12,37,2,3,31,44,14,,16,,25,,2,6,,1,,,,1,13,,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,78
4,LHR,6/23/2018 20:40,DXB,C,Dinner,24,3,12,37,2,3,31,44,14,,16,,25,,2,6,,1,,,,1,13,,,0,0,0,0,2018,6,2,25,23,5,1,Seafood,78
4,LHR,6/24/2018 20:40,DXB,C,Dinner,22,1,14,38,2,1,23,53,13,2,12,1,35,,2,2,3,,1,2,,1,3,,,0,0,0,0,2018,6,2,25,24,6,1,Poultry,77
4,LHR,6/24/2018 20:40,DXB,C,Dinner,22,1,14,38,2,1,23,53,13,2,12,1,35,,2,2,3,,1,2,,1,3,,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,77
4,LHR,6/24/2018 20:40,DXB,C,Dinner,22,1,14,38,2,1,23,53,13,2,12,1,35,,2,2,3,,1,2,,1,3,,,0,0,0,0,2018,6,2,25,24,6,1,Seafood,77
4,LHR,6/25/2018 20:40,DXB,C,Dinner,25,1,24,23,1,1,27,46,4,2,7,,35,2,6,8,,,,2,,,7,1,,0,0,0,0,2018,6,2,26,25,0,1,Poultry,74
4,LHR,6/25/2018 20:40,DXB,C,Dinner,25,1,24,23,1,1,27,46,4,2,7,,35,2,6,8,,,,2,,,7,1,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,74
4,LHR,6/25/2018 20:40,DXB,C,Dinner,25,1,24,23,1,1,27,46,4,2,7,,35,2,6,8,,,,2,,,7,1,,0,0,0,0,2018,6,2,26,25,0,1,Seafood,74
4,LHR,6/26/2018 20:40,DXB,C,Dinner,23,6,13,22,3,6,27,36,6,6,10,,13,,3,21,,,,1,,1,4,1,,0,0,0,0,2018,6,2,26,26,1,1,Poultry,69
4,LHR,6/26/2018 20:40,DXB,C,Dinner,23,6,13,22,3,6,27,36,6,6,10,,13,,3,21,,,,1,,1,4,1,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,69
4,LHR,6/26/2018 20:40,DXB,C,Dinner,23,6,13,22,3,6,27,36,6,6,10,,13,,3,21,,,,1,,1,4,1,,0,0,0,0,2018,6,2,26,26,1,1,Seafood,69
4,LHR,6/27/2018 20:40,DXB,C,Dinner,20,1,16,21,2,,27,44,4,6,6,,20,1,8,8,4,,1,,,,,,,0,0,0,0,2018,6,2,26,27,2,1,Poultry,70
4,LHR,6/27/2018 20:40,DXB,C,Dinner,20,1,16,21,2,,27,44,4,6,6,,20,1,8,8,4,,1,,,,,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,70
4,LHR,6/27/2018 20:40,DXB,C,Dinner,20,1,16,21,2,,27,44,4,6,6,,20,1,8,8,4,,1,,,,,,,0,0,0,0,2018,6,2,26,27,2,1,Seafood,70
4,LHR,6/28/2018 20:40,DXB,C,Dinner,9,3,11,32,1,3,20,38,6,1,,,23,,1,10,,,1,,1,1,7,2,,0,0,0,0,2018,6,2,26,28,3,1,Poultry,61
4,LHR,6/28/2018 20:40,DXB,C,Dinner,9,3,11,32,1,3,20,38,6,1,,,23,,1,10,,,1,,1,1,7,2,,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,61
4,LHR,6/28/2018 20:40,DXB,C,Dinner,9,3,11,32,1,3,20,38,6,1,,,23,,1,10,,,1,,1,1,7,2,,0,0,0,0,2018,6,2,26,28,3,1,Seafood,61
5,DXB,6/21/2018 15:45,LHR,C,Lunch,22,,11,43,8,,35,51,2,1,2,2,47,1,1,5,,,3,1,,,19,,,0,0,0,0,2018,6,2,25,21,3,1,Poultry,86
5,DXB,6/21/2018 15:45,LHR,C,Lunch,22,,11,43,8,,35,51,2,1,2,2,47,1,1,5,,,3,1,,,19,,,0,0,0,0,2018,6,2,25,21,3,1,Red Meat,86
5,DXB,6/21/2018 15:45,LHR,C,Lunch,22,,11,43,8,,35,51,2,1,2,2,47,1,1,5,,,3,1,,,19,,,0,0,0,0,2018,6,2,25,21,3,1,Seafood,86
5,DXB,6/22/2018 15:45,LHR,C,Lunch,20,8,8,35,4,7,27,43,1,1,9,1,40,,,5,,,,,,,18,,,0,0,0,0,2018,6,2,25,22,4,1,Poultry,75
5,DXB,6/22/2018 15:45,LHR,C,Lunch,20,8,8,35,4,7,27,43,1,1,9,1,40,,,5,,,,,,,18,,,0,0,0,0,2018,6,2,25,22,4,1,Red Meat,75
5,DXB,6/22/2018 15:45,LHR,C,Lunch,20,8,8,35,4,7,27,43,1,1,9,1,40,,,5,,,,,,,18,,,0,0,0,0,2018,6,2,25,22,4,1,Seafood,75
5,DXB,6/23/2018 15:45,LHR,C,Lunch,22,5,10,35,5,5,30,43,,6,9,1,17,,7,6,,,,,,,31,,,0,0,0,0,2018,6,2,25,23,5,1,Poultry,78
5,DXB,6/23/2018 15:45,LHR,C,Lunch,22,5,10,35,5,5,30,43,,6,9,1,17,,7,6,,,,,,,31,,,0,0,0,0,2018,6,2,25,23,5,1,Red Meat,78
5,DXB,6/23/2018 15:45,LHR,C,Lunch,22,5,10,35,5,5,30,43,,6,9,1,17,,7,6,,,,,,,31,,,0,0,0,0,2018,6,2,25,23,5,1,Seafood,78
5,DXB,6/24/2018 15:45,LHR,C,Lunch,19,3,12,42,5,3,28,54,3,13,15,,27,,3,13,,,2,,,,5,,,0,0,0,0,2018,6,2,25,24,6,1,Poultry,85
5,DXB,6/24/2018 15:45,LHR,C,Lunch,19,3,12,42,5,3,28,54,3,13,15,,27,,3,13,,,2,,,,5,,,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,85
5,DXB,6/24/2018 15:45,LHR,C,Lunch,19,3,12,42,5,3,28,54,3,13,15,,27,,3,13,,,2,,,,5,,,0,0,0,0,2018,6,2,25,24,6,1,Seafood,85
5,DXB,6/25/2018 15:45,LHR,C,Lunch,19,3,20,34,4,3,36,50,1,6,9,,29,1,9,4,,,,,,,21,,,0,0,0,0,2018,6,2,26,25,0,1,Poultry,89
5,DXB,6/25/2018 15:45,LHR,C,Lunch,19,3,20,34,4,3,36,50,1,6,9,,29,1,9,4,,,,,,,21,,,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,89
5,DXB,6/25/2018 15:45,LHR,C,Lunch,19,3,20,34,4,3,36,50,1,6,9,,29,1,9,4,,,,,,,21,,,0,0,0,0,2018,6,2,26,25,0,1,Seafood,89
5,DXB,6/26/2018 15:45,LHR,C,Lunch,6,5,9,34,3,9,22,40,1,4,7,,22,,7,2,,2,1,1,,,6,,,0,0,0,0,2018,6,2,26,26,1,1,Poultry,71
5,DXB,6/26/2018 15:45,LHR,C,Lunch,6,5,9,34,3,9,22,40,1,4,7,,22,,7,2,,2,1,1,,,6,,,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,71
5,DXB,6/26/2018 15:45,LHR,C,Lunch,6,5,9,34,3,9,22,40,1,4,7,,22,,7,2,,2,1,1,,,6,,,0,0,0,0,2018,6,2,26,26,1,1,Seafood,71
5,DXB,6/27/2018 15:45,LHR,C,Lunch,14,2,9,29,2,2,31,39,3,2,11,,26,,1,1,,1,1,,1,2,3,,,0,0,0,0,2018,6,2,26,27,2,1,Poultry,71
5,DXB,6/27/2018 15:45,LHR,C,Lunch,14,2,9,29,2,2,31,39,3,2,11,,26,,1,1,,1,1,,1,2,3,,,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,71
5,DXB,6/27/2018 15:45,LHR,C,Lunch,14,2,9,29,2,2,31,39,3,2,11,,26,,1,1,,1,1,,1,2,3,,,0,0,0,0,2018,6,2,26,27,2,1,Seafood,71
