meals_future_data_june_18_24_25.flight_number,meals_future_data_june_18_24_25.flight_boarding_pt,meals_future_data_june_18_24_25.flight_boarding_time,meals_future_data_june_18_24_25.destination,meals_future_data_june_18_24_25.menu_cycle,meals_future_data_june_18_24_25.itemcategory,meals_future_data_june_18_24_25.adults,meals_future_data_june_18_24_25.children,meals_future_data_june_18_24_25.elders,meals_future_data_june_18_24_25.middle aged,meals_future_data_june_18_24_25.teenagers,meals_future_data_june_18_24_25.unknown,meals_future_data_june_18_24_25.c,meals_future_data_june_18_24_25.f,meals_future_data_june_18_24_25.m,meals_future_data_june_18_24_25.unknown column,meals_future_data_june_18_24_25.africa,meals_future_data_june_18_24_25.americas,meals_future_data_june_18_24_25.asia,meals_future_data_june_18_24_25.europe,meals_future_data_june_18_24_25.oceania,meals_future_data_june_18_24_25.unknown country region,meals_future_data_june_18_24_25.unknown cuisine,meals_future_data_june_18_24_25.asian,meals_future_data_june_18_24_25.asian / japanese,meals_future_data_june_18_24_25.continental / european,meals_future_data_june_18_24_25.indian,meals_future_data_june_18_24_25.middle eastern,meals_future_data_june_18_24_25.middle eastern / gulf,meals_future_data_june_18_24_25.flight_boarding_time_conv,meals_future_data_june_18_24_25.year,meals_future_data_june_18_24_25.month,meals_future_data_june_18_24_25.quarter,meals_future_data_june_18_24_25.week,meals_future_data_june_18_24_25.day,meals_future_data_june_18_24_25.meal,meals_future_data_june_18_24_25.dishsubcategory,meals_future_data_june_18_24_25.pax_count
405,MEL,2.01806E+11,LSI,A,Lunch,13,6,14,31,7,12,5,36,42,,,,6,15,44,18,1,0,0,0,0,0,0,00:00.0,2018,6,2,26,30,1,Red Meat,82
405,MEL,2.01806E+11,LSI,A,Lunch,13,6,14,31,7,12,5,36,42,,,,6,15,44,18,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,30,1,Poultry,82
8,LHR,2.01806E+11,RDX,C,Lunch,19,1,12,32,,5,,20,49,,2,7,13,26,14,7,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,30,1,Poultry,68
8,LHR,2.01806E+11,RDX,C,Lunch,19,1,12,32,,5,,20,49,,2,7,13,26,14,7,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,30,1,Seafood,68
8,LHR,2.01806E+11,RDX,C,Lunch,19,1,12,32,,5,,20,49,,2,7,13,26,14,7,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,30,1,Red Meat,68
88,ZRH,2.01807E+11,HDX,D,Lunch,7,4,6,28,4,5,4,21,29,,1,6,22,12,5,8,1,0,0,0,0,0,0,25:00.0,2018,7,3,26,1,1,Red Meat,54
88,ZRH,2.01807E+11,HDX,D,Lunch,7,4,6,28,4,5,4,21,29,,1,6,22,12,5,8,1,0,0,0,0,0,0,25:00.0,2018,7,3,26,1,1,Poultry,54
88,ZRH,2.01807E+11,HDX,D,Lunch,7,4,6,28,4,5,4,21,29,,1,6,22,12,5,8,1,0,0,0,0,0,0,25:00.0,2018,7,3,26,1,1,Seafood,54
406,DXB,2.01806E+11,BME,C,Lunch,15,,28,44,,2,,32,57,,1,,1,11,72,4,1,0,0,0,0,0,0,15:00.0,2018,6,2,25,24,1,Red Meat,89
406,DXB,2.01806E+11,BME,C,Lunch,15,,28,44,,2,,32,57,,1,,1,11,72,4,0,0,0,1,0,0,0,15:00.0,2018,6,2,25,24,1,Poultry,89
406,DXB,2.01806E+11,BME,C,Lunch,15,,28,44,,2,,32,57,,1,,1,11,72,4,0,0,0,1,0,0,0,15:00.0,2018,6,2,25,24,1,Seafood,89
773,CPT,2.01806E+11,TDX,A,Lunch,4,,3,30,,1,,18,20,,1,5,30,,,2,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,30,1,Poultry,38
773,CPT,2.01806E+11,TDX,A,Lunch,4,,3,30,,1,,18,20,,1,5,30,,,2,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,30,1,Seafood,38
773,CPT,2.01806E+11,TDX,A,Lunch,4,,3,30,,1,,18,20,,1,5,30,,,2,1,0,0,0,0,0,0,05:00.0,2018,6,2,26,30,1,Red Meat,38
4,LHR,2.01807E+11,RDX,D,Dinner,12,2,7,40,3,9,3,25,45,,7,5,21,21,7,12,1,0,0,0,0,0,0,40:00.0,2018,7,3,26,1,1,Red Meat,73
4,LHR,2.01807E+11,RDX,D,Dinner,12,2,7,40,3,9,3,25,45,,7,5,21,21,7,12,0,0,0,0,1,0,0,40:00.0,2018,7,3,26,1,1,Poultry,73
4,LHR,2.01807E+11,RDX,D,Dinner,12,2,7,40,3,9,3,25,45,,7,5,21,21,7,12,0,0,0,0,0,0,1,40:00.0,2018,7,3,26,1,1,Seafood,73
4,LHR,2.01807E+11,RDX,D,Dinner,12,2,7,40,3,9,3,25,45,,7,5,21,21,7,12,1,0,0,0,0,0,0,40:00.0,2018,7,3,26,1,1,Poultry,73
6,LHR,2.01806E+11,RDX,C,Dinner,32,10,8,47,1,3,5,32,64,,12,3,32,28,21,5,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,28,1,Seafood,96
6,LHR,2.01806E+11,RDX,C,Dinner,32,10,8,47,1,3,5,32,64,,12,3,32,28,21,5,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,28,1,Poultry,96
6,LHR,2.01806E+11,RDX,C,Dinner,32,10,8,47,1,3,5,32,64,,12,3,32,28,21,5,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,28,1,Red Meat,96
140,PRG,2.01806E+11,GDX,C,Lunch,6,1,15,16,2,8,2,22,24,,1,1,8,18,12,8,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,29,1,Poultry,48
140,PRG,2.01806E+11,GDX,C,Lunch,6,1,15,16,2,8,2,22,24,,1,1,8,18,12,8,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,29,1,Red Meat,48
140,PRG,2.01806E+11,GDX,C,Lunch,6,1,15,16,2,8,2,22,24,,1,1,8,18,12,8,0,0,0,1,0,0,0,55:00.0,2018,6,2,26,29,1,Seafood,48
704,MRU,2.01806E+11,UDX,C,Dinner,18,2,8,17,,1,2,10,34,,8,4,5,27,1,1,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,25,1,Seafood,46
704,MRU,2.01806E+11,UDX,C,Dinner,18,2,8,17,,1,2,10,34,,8,4,5,27,1,1,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,25,1,Red Meat,46
704,MRU,2.01806E+11,UDX,C,Dinner,18,2,8,17,,1,2,10,34,,8,4,5,27,1,1,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,25,1,Poultry,46
49,DXB,2.01806E+11,BMU,C,Lunch,28,9,12,21,3,16,15,25,49,,1,2,29,22,15,20,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,26,1,Seafood,86
49,DXB,2.01806E+11,BMU,C,Lunch,28,9,12,21,3,16,15,25,49,,1,2,29,22,15,20,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,26,1,Poultry,86
49,DXB,2.01806E+11,BMU,C,Lunch,28,9,12,21,3,16,15,25,49,,1,2,29,22,15,20,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,26,1,Red Meat,86
87,DXB,2.01806E+11,BZR,C,Lunch,24,5,21,32,2,4,7,38,43,,2,1,51,25,3,6,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,28,1,Seafood,88
87,DXB,2.01806E+11,BZR,C,Lunch,24,5,21,32,2,4,7,38,43,,2,1,51,25,3,6,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,28,1,Red Meat,88
87,DXB,2.01806E+11,BZR,C,Lunch,24,5,21,32,2,4,7,38,43,,2,1,51,25,3,6,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,28,1,Poultry,88
6,LHR,2.01806E+11,RDX,C,Dinner,35,4,18,32,2,5,4,39,53,,6,8,35,27,15,5,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,27,1,Red Meat,96
6,LHR,2.01806E+11,RDX,C,Dinner,35,4,18,32,2,5,4,39,53,,6,8,35,27,15,5,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,27,1,Seafood,96
6,LHR,2.01806E+11,RDX,C,Dinner,35,4,18,32,2,5,4,39,53,,6,8,35,27,15,5,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,27,1,Poultry,96
50,MUC,2.01806E+11,CDX,C,Lunch,9,2,5,15,,2,2,5,26,,2,,19,6,4,2,0,0,0,1,0,0,0,40:00.0,2018,6,2,26,27,1,Red Meat,33
50,MUC,2.01806E+11,CDX,C,Lunch,9,2,5,15,,2,2,5,26,,2,,19,6,4,2,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Seafood,33
50,MUC,2.01806E+11,CDX,C,Lunch,9,2,5,15,,2,2,5,26,,2,,19,6,4,2,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,27,1,Poultry,33
407,MEL,2.01806E+11,LDX,A,Dinner,15,1,22,32,,1,,36,35,,,1,5,6,57,2,0,0,0,1,0,0,0,25:00.0,2018,6,2,26,25,1,Poultry,70
407,MEL,2.01806E+11,LDX,A,Dinner,15,1,22,32,,1,,36,35,,,1,5,6,57,2,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Red Meat,70
407,MEL,2.01806E+11,LDX,A,Dinner,15,1,22,32,,1,,36,35,,,1,5,6,57,2,0,0,0,1,0,0,0,25:00.0,2018,6,2,26,25,1,Seafood,70
73,DXB,2.01806E+11,BCD,C,Lunch,21,1,19,36,5,6,1,35,52,,15,1,17,27,21,7,1,0,0,0,0,0,0,20:00.0,2018,6,2,25,24,1,Red Meat,87
73,DXB,2.01806E+11,BCD,C,Lunch,21,1,19,36,5,6,1,35,52,,15,1,17,27,21,7,1,0,0,0,0,0,0,20:00.0,2018,6,2,25,24,1,Seafood,87
73,DXB,2.01806E+11,BCD,C,Lunch,21,1,19,36,5,6,1,35,52,,15,1,17,27,21,7,1,0,0,0,0,0,0,20:00.0,2018,6,2,25,24,1,Poultry,87
6,LHR,2.01806E+11,RDX,C,Dinner,29,3,21,37,,14,3,34,67,,5,1,28,27,28,15,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,26,1,Seafood,104
6,LHR,2.01806E+11,RDX,C,Dinner,29,3,21,37,,14,3,34,67,,5,1,28,27,28,15,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,26,1,Red Meat,104
6,LHR,2.01806E+11,RDX,C,Dinner,29,3,21,37,,14,3,34,67,,5,1,28,27,28,15,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,26,1,Poultry,104
32,LHR,2.01806E+11,RDX,C,Dinner,35,7,9,39,1,6,5,28,64,,5,3,34,39,9,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Poultry,95
32,LHR,2.01806E+11,RDX,C,Dinner,35,7,9,39,1,6,5,28,64,,5,3,34,39,9,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Seafood,95
32,LHR,2.01806E+11,RDX,C,Dinner,35,7,9,39,1,6,5,28,64,,5,3,34,39,9,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Red Meat,95
32,LHR,2.01807E+11,RDX,D,Dinner,19,1,11,27,2,4,1,26,37,,9,7,12,23,7,6,0,0,0,0,1,0,0,50:00.0,2018,7,3,26,1,1,Poultry,64
32,LHR,2.01807E+11,RDX,D,Dinner,19,1,11,27,2,4,1,26,37,,9,7,12,23,7,6,0,0,0,0,0,0,1,50:00.0,2018,7,3,26,1,1,Seafood,64
32,LHR,2.01807E+11,RDX,D,Dinner,19,1,11,27,2,4,1,26,37,,9,7,12,23,7,6,1,0,0,0,0,0,0,50:00.0,2018,7,3,26,1,1,Red Meat,64
32,LHR,2.01807E+11,RDX,D,Dinner,19,1,11,27,2,4,1,26,37,,9,7,12,23,7,6,1,0,0,0,0,0,0,50:00.0,2018,7,3,26,1,1,Poultry,64
45,DXB,2.01806E+11,BFR,C,Lunch,20,1,13,29,1,5,1,21,47,,4,2,26,16,16,5,1,0,0,0,0,0,0,25:00.0,2018,6,2,25,24,1,Seafood,69
45,DXB,2.01806E+11,BFR,C,Lunch,20,1,13,29,1,5,1,21,47,,4,2,26,16,16,5,1,0,0,0,0,0,0,25:00.0,2018,6,2,25,24,1,Red Meat,69
45,DXB,2.01806E+11,BFR,C,Lunch,20,1,13,29,1,5,1,21,47,,4,2,26,16,16,5,1,0,0,0,0,0,0,25:00.0,2018,6,2,25,24,1,Poultry,69
32,LHR,2.01806E+11,RDX,C,Dinner,17,2,6,31,2,5,1,22,40,,8,2,20,16,8,9,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,30,1,Poultry,62
32,LHR,2.01806E+11,RDX,C,Dinner,17,2,6,31,2,5,1,22,40,,8,2,20,16,8,9,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,30,1,Seafood,62
32,LHR,2.01806E+11,RDX,C,Dinner,17,2,6,31,2,5,1,22,40,,8,2,20,16,8,9,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,30,1,Red Meat,62
140,PRG,2.01806E+11,GDX,C,Lunch,18,4,8,13,1,,3,17,24,,1,3,24,10,6,,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,27,1,Poultry,43
140,PRG,2.01806E+11,GDX,C,Lunch,18,4,8,13,1,,3,17,24,,1,3,24,10,6,,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,27,1,Red Meat,43
140,PRG,2.01806E+11,GDX,C,Lunch,18,4,8,13,1,,3,17,24,,1,3,24,10,6,,0,0,0,1,0,0,0,55:00.0,2018,6,2,26,27,1,Seafood,43
3,DXB,2.01806E+11,BLH,C,Lunch,27,4,16,28,3,9,6,25,56,,2,8,36,20,10,11,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,25,1,Red Meat,87
3,DXB,2.01806E+11,BLH,C,Lunch,27,4,16,28,3,9,6,25,56,,2,8,36,20,10,11,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,25,1,Seafood,87
3,DXB,2.01806E+11,BLH,C,Lunch,27,4,16,28,3,9,6,25,56,,2,8,36,20,10,11,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,25,1,Poultry,87
201,DXB,2.01806E+11,BJF,C,Lunch,29,4,7,45,8,8,3,25,73,,4,32,35,11,7,12,1,0,0,0,0,0,0,30:00.0,2018,6,2,25,24,1,Red Meat,100
201,DXB,2.01806E+11,BJF,C,Lunch,29,4,7,45,8,8,3,25,73,,4,32,35,11,7,12,0,0,0,1,0,0,0,30:00.0,2018,6,2,25,24,1,Poultry,100
201,DXB,2.01806E+11,BJF,C,Lunch,29,4,7,45,8,8,3,25,73,,4,32,35,11,7,12,1,0,0,0,0,0,0,30:00.0,2018,6,2,25,24,1,Pasta or Vegetarian,100
32,LHR,2.01806E+11,RDX,C,Dinner,17,4,18,32,3,2,4,28,44,,9,4,31,27,3,2,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,28,1,Seafood,76
32,LHR,2.01806E+11,RDX,C,Dinner,17,4,18,32,3,2,4,28,44,,9,4,31,27,3,2,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,28,1,Red Meat,76
32,LHR,2.01806E+11,RDX,C,Dinner,17,4,18,32,3,2,4,28,44,,9,4,31,27,3,2,1,0,0,0,0,0,0,50:00.0,2018,6,2,26,28,1,Poultry,76
30,LHR,2.01807E+11,RDX,D,Lunch,20,7,7,33,2,3,3,27,42,,6,3,37,19,2,5,0,0,0,0,0,0,1,55:00.0,2018,7,3,26,1,1,Seafood,68
30,LHR,2.01807E+11,RDX,D,Lunch,20,7,7,33,2,3,3,27,42,,6,3,37,19,2,5,1,0,0,0,0,0,0,55:00.0,2018,7,3,26,1,1,Red Meat,68
30,LHR,2.01807E+11,RDX,D,Lunch,20,7,7,33,2,3,3,27,42,,6,3,37,19,2,5,0,0,0,0,1,0,0,55:00.0,2018,7,3,26,1,1,Poultry,68
30,LHR,2.01807E+11,RDX,D,Lunch,20,7,7,33,2,3,3,27,42,,6,3,37,19,2,5,1,0,0,0,0,0,0,55:00.0,2018,7,3,26,1,1,Poultry,68
4,LHR,2.01806E+11,RDX,C,Dinner,25,1,24,23,1,,1,27,46,,4,2,24,37,7,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Red Meat,74
4,LHR,2.01806E+11,RDX,C,Dinner,25,1,24,23,1,,1,27,46,,4,2,24,37,7,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Seafood,74
4,LHR,2.01806E+11,RDX,C,Dinner,25,1,24,23,1,,1,27,46,,4,2,24,37,7,,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,25,1,Poultry,74
31,DXB,2.01806E+11,BLH,C,Lunch,24,8,8,34,7,6,7,32,48,,6,7,33,28,6,7,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Poultry,87
31,DXB,2.01806E+11,BLH,C,Lunch,24,8,8,34,7,6,7,32,48,,6,7,33,28,6,7,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Red Meat,87
31,DXB,2.01806E+11,BLH,C,Lunch,24,8,8,34,7,6,7,32,48,,6,7,33,28,6,7,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Seafood,87
30,LHR,2.01806E+11,RDX,C,Lunch,23,5,5,18,1,,4,17,31,,12,1,19,19,,1,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,26,1,Seafood,51
30,LHR,2.01806E+11,RDX,C,Lunch,23,5,5,18,1,,4,17,31,,12,1,19,19,,1,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,26,1,Red Meat,51
30,LHR,2.01806E+11,RDX,C,Lunch,23,5,5,18,1,,4,17,31,,12,1,19,19,,1,1,0,0,0,0,0,0,55:00.0,2018,6,2,26,26,1,Poultry,51
3,DXB,2.01806E+11,BLH,C,Lunch,27,5,14,41,6,7,3,40,57,,4,7,37,28,15,9,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,26,1,Red Meat,98
3,DXB,2.01806E+11,BLH,C,Lunch,27,5,14,41,6,7,3,40,57,,4,7,37,28,15,9,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,26,1,Poultry,98
3,DXB,2.01806E+11,BLH,C,Lunch,27,5,14,41,6,7,3,40,57,,4,7,37,28,15,9,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,26,1,Seafood,98
6,LHR,2.01806E+11,RDX,C,Dinner,14,3,12,31,,12,3,22,47,,8,1,16,17,13,17,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Red Meat,72
6,LHR,2.01806E+11,RDX,C,Dinner,14,3,12,31,,12,3,22,47,,8,1,16,17,13,17,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Poultry,72
6,LHR,2.01806E+11,RDX,C,Dinner,14,3,12,31,,12,3,22,47,,8,1,16,17,13,17,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Seafood,72
74,CDG,2.01806E+11,GDX,C,Lunch,18,,9,39,,10,2,22,52,,8,4,24,15,13,12,0,0,0,1,0,0,0,35:00.0,2018,6,2,26,30,1,Seafood,76
74,CDG,2.01806E+11,GDX,C,Lunch,18,,9,39,,10,2,22,52,,8,4,24,15,13,12,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Poultry,76
74,CDG,2.01806E+11,GDX,C,Lunch,18,,9,39,,10,2,22,52,,8,4,24,15,13,12,1,0,0,0,0,0,0,35:00.0,2018,6,2,26,30,1,Red Meat,76
50,MUC,2.01807E+11,CDX,D,Lunch,13,3,2,20,2,19,3,11,45,,1,,14,21,4,19,0,0,0,1,0,0,0,40:00.0,2018,7,3,26,1,1,Poultry,59
50,MUC,2.01807E+11,CDX,D,Lunch,13,3,2,20,2,19,3,11,45,,1,,14,21,4,19,1,0,0,0,0,0,0,40:00.0,2018,7,3,26,1,1,Seafood,59
50,MUC,2.01807E+11,CDX,D,Lunch,13,3,2,20,2,19,3,11,45,,1,,14,21,4,19,1,0,0,0,0,0,0,40:00.0,2018,7,3,26,1,1,Red Meat,59
405,MEL,2.01806E+11,LSI,A,Lunch,24,5,18,55,1,,4,46,53,,,,40,17,46,,1,0,0,0,0,0,0,00:00.0,2018,6,2,26,28,1,Red Meat,102
405,MEL,2.01806E+11,LSI,A,Lunch,24,5,18,55,1,,4,46,53,,,,40,17,46,,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,28,1,Poultry,102
405,MEL,2.01806E+11,LSI,A,Lunch,24,5,18,55,1,,4,46,53,,,,40,17,46,,0,0,0,1,0,0,0,00:00.0,2018,6,2,26,28,1,Seafood,102
46,FRA,2.01806E+11,ADX,C,Lunch,20,2,4,41,1,,2,16,50,,1,3,14,49,1,,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,25,1,Red Meat,68
46,FRA,2.01806E+11,ADX,C,Lunch,20,2,4,41,1,,2,16,50,,1,3,14,49,1,,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,25,1,Seafood,68
46,FRA,2.01806E+11,ADX,C,Lunch,20,2,4,41,1,,2,16,50,,1,3,14,49,1,,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,25,1,Poultry,68
73,DXB,2.01806E+11,BCD,C,Lunch,25,3,16,43,3,6,3,28,65,,8,4,19,43,16,6,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Seafood,96
73,DXB,2.01806E+11,BCD,C,Lunch,25,3,16,43,3,6,3,28,65,,8,4,19,43,16,6,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Red Meat,96
73,DXB,2.01806E+11,BCD,C,Lunch,25,3,16,43,3,6,3,28,65,,8,4,19,43,16,6,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Poultry,96
73,DXB,2.01806E+11,BCD,C,Lunch,16,2,15,22,2,23,4,31,45,,1,3,9,33,7,27,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,30,1,Red Meat,80
73,DXB,2.01806E+11,BCD,C,Lunch,16,2,15,22,2,23,4,31,45,,1,3,9,33,7,27,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,30,1,Seafood,80
73,DXB,2.01806E+11,BCD,C,Lunch,16,2,15,22,2,23,4,31,45,,1,3,9,33,7,27,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,30,1,Poultry,80
1,DXB,2.01806E+11,BLH,C,Lunch,25,4,12,39,1,5,4,32,50,,9,1,19,25,27,5,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,26,1,Poultry,86
1,DXB,2.01806E+11,BLH,C,Lunch,25,4,12,39,1,5,4,32,50,,9,1,19,25,27,5,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,26,1,Red Meat,86
1,DXB,2.01806E+11,BLH,C,Lunch,25,4,12,39,1,5,4,32,50,,9,1,19,25,27,5,1,0,0,0,0,0,0,45:00.0,2018,6,2,26,26,1,Seafood,86
46,FRA,2.01806E+11,ADX,C,Lunch,10,1,4,14,2,9,2,13,25,,,2,15,6,4,13,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Poultry,40
46,FRA,2.01806E+11,ADX,C,Lunch,10,1,4,14,2,9,2,13,25,,,2,15,6,4,13,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,30,1,Seafood,40
46,FRA,2.01806E+11,ADX,C,Lunch,10,1,4,14,2,9,2,13,25,,,2,15,6,4,13,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,30,1,Red Meat,40
31,DXB,2.01806E+11,BLH,C,Lunch,13,15,11,35,14,5,14,39,40,,2,3,51,31,,6,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,27,1,Poultry,92
31,DXB,2.01806E+11,BLH,C,Lunch,13,15,11,35,14,5,14,39,40,,2,3,51,31,,6,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,27,1,Red Meat,92
31,DXB,2.01806E+11,BLH,C,Lunch,13,15,11,35,14,5,14,39,40,,2,3,51,31,,6,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,27,1,Seafood,92
88,ZRH,2.01806E+11,HDX,C,Lunch,12,2,10,28,1,1,2,17,35,,,5,24,22,2,1,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Red Meat,54
88,ZRH,2.01806E+11,HDX,C,Lunch,12,2,10,28,1,1,2,17,35,,,5,24,22,2,1,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Seafood,54
88,ZRH,2.01806E+11,HDX,C,Lunch,12,2,10,28,1,1,2,17,35,,,5,24,22,2,1,1,0,0,0,0,0,0,25:00.0,2018,6,2,26,25,1,Poultry,54
201,DXB,2.01806E+11,BJF,C,Lunch,18,5,11,44,8,17,3,43,57,,2,41,32,5,5,18,1,0,0,0,0,0,0,30:00.0,2018,6,2,26,28,1,Red Meat,101
201,DXB,2.01806E+11,BJF,C,Lunch,18,5,11,44,8,17,3,43,57,,2,41,32,5,5,18,0,0,0,1,0,0,0,30:00.0,2018,6,2,26,28,1,Poultry,101
201,DXB,2.01806E+11,BJF,C,Lunch,18,5,11,44,8,17,3,43,57,,2,41,32,5,5,18,1,0,0,0,0,0,0,30:00.0,2018,6,2,26,28,1,Pasta or Vegetarian,101
49,DXB,2.01806E+11,BMU,C,Lunch,31,3,12,30,1,7,2,26,56,,1,5,52,8,11,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Poultry,83
49,DXB,2.01806E+11,BMU,C,Lunch,31,3,12,30,1,7,2,26,56,,1,5,52,8,11,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Red Meat,83
49,DXB,2.01806E+11,BMU,C,Lunch,31,3,12,30,1,7,2,26,56,,1,5,52,8,11,7,1,0,0,0,0,0,0,50:00.0,2018,6,2,25,24,1,Seafood,83
46,FRA,2.01806E+11,ADX,C,Lunch,8,1,6,12,,4,1,7,23,,,1,12,13,1,4,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,27,1,Poultry,31
46,FRA,2.01806E+11,ADX,C,Lunch,8,1,6,12,,4,1,7,23,,,1,12,13,1,4,0,0,0,1,0,0,0,15:00.0,2018,6,2,26,27,1,Red Meat,31
46,FRA,2.01806E+11,ADX,C,Lunch,8,1,6,12,,4,1,7,23,,,1,12,13,1,4,1,0,0,0,0,0,0,15:00.0,2018,6,2,26,27,1,Seafood,31
2,LHR,2.01806E+11,RDX,C,Lunch,25,1,14,42,4,9,,40,55,,3,4,40,29,6,13,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,26,1,Poultry,94
2,LHR,2.01806E+11,RDX,C,Lunch,25,1,14,42,4,9,,40,55,,3,4,40,29,6,13,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,26,1,Seafood,94
2,LHR,2.01806E+11,RDX,C,Lunch,25,1,14,42,4,9,,40,55,,3,4,40,29,6,13,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,26,1,Red Meat,94
29,DXB,2.01806E+11,BLH,C,Lunch,19,,15,43,5,7,2,32,55,1,13,3,17,37,11,7,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,29,1,Seafood,89
29,DXB,2.01806E+11,BLH,C,Lunch,19,,15,43,5,7,2,32,55,1,13,3,17,37,11,7,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,29,1,Red Meat,89
29,DXB,2.01806E+11,BLH,C,Lunch,19,,15,43,5,7,2,32,55,1,13,3,17,37,11,7,1,0,0,0,0,0,0,40:00.0,2018,6,2,26,29,1,Poultry,89
2,LHR,2.01806E+11,RDX,C,Lunch,27,3,19,27,,9,2,33,50,,5,,31,27,12,10,1,0,0,0,0,0,0,20:00.0,2018,6,2,26,28,1,Poultry,84
