flight_number,flight_boarding_pt,flight_boarding_time,destination,menu_cycle,itemcategory,adults,children,elders,middle aged,teenagers,c,f,m,africa,americas,asia,europe,oceania,asian,asian / japanese,continental / european,indian,middle eastern,middle eastern / gulf,year,month,quarter,week,day,dayofweek,meal,dishsubcategory,pax_count
1,DXB,45:00.0,LHR,C ,Lunch,34,1,10,52,,,31,71,19,3,29,22,19,0,0,0,0,0,0,2018,6,2,25,24,6,1,Poultry,101
1,DXB,45:00.0,LHR,C ,Lunch,34,1,10,52,,,31,71,19,3,29,22,19,0,0,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,101
1,DXB,45:00.0,LHR,C ,Lunch,34,1,10,52,,,31,71,19,3,29,22,19,0,0,0,0,0,0,2018,6,2,25,24,6,1,Seafood,101
1,DXB,45:00.0,LHR,C ,Lunch,19,4,18,38,3,4,35,52,9,1,25,19,28,0,0,0,0,0,0,2018,6,2,26,25,0,1,Poultry,91
1,DXB,45:00.0,LHR,C ,Lunch,19,4,18,38,3,4,35,52,9,1,25,19,28,0,0,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,91
1,DXB,45:00.0,LHR,C ,Lunch,19,4,18,38,3,4,35,52,9,1,25,19,28,0,0,0,0,0,0,2018,6,2,26,25,0,1,Seafood,91
1,DXB,45:00.0,LHR,C ,Lunch,25,4,12,39,1,4,32,50,9,1,19,25,27,0,0,0,0,0,0,2018,6,2,26,26,1,1,Poultry,86
1,DXB,45:00.0,LHR,C ,Lunch,25,4,12,39,1,4,32,50,9,1,19,25,27,0,0,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,86
1,DXB,45:00.0,LHR,C ,Lunch,25,4,12,39,1,4,32,50,9,1,19,25,27,0,0,0,0,0,0,2018,6,2,26,26,1,1,Seafood,86
1,DXB,45:00.0,LHR,C ,Lunch,26,4,26,32,1,3,37,65,13,3,16,38,18,0,0,0,0,0,0,2018,6,2,26,27,2,1,Poultry,103
1,DXB,45:00.0,LHR,C ,Lunch,26,4,26,32,1,3,37,65,13,3,16,38,18,0,0,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,103
1,DXB,45:00.0,LHR,C ,Lunch,26,4,26,32,1,3,37,65,13,3,16,38,18,0,0,0,0,0,0,2018,6,2,26,27,2,1,Seafood,103
1,DXB,45:00.0,LHR,C ,Lunch,13,2,19,41,4,1,39,49,6,3,19,25,25,0,0,0,0,0,0,2018,6,2,26,28,3,1,Poultry,88
1,DXB,45:00.0,LHR,C ,Lunch,13,2,19,41,4,1,39,49,6,3,19,25,25,0,0,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,88
1,DXB,45:00.0,LHR,C ,Lunch,13,2,19,41,4,1,39,49,6,3,19,25,25,0,0,0,0,0,0,2018,6,2,26,28,3,1,Seafood,88
1,DXB,45:00.0,LHR,C ,Lunch,15,10,11,44,6,9,38,53,7,3,18,36,22,0,0,0,0,0,0,2018,6,2,26,29,4,1,Poultry,99
1,DXB,45:00.0,LHR,C ,Lunch,15,10,11,44,6,9,38,53,7,3,18,36,22,0,0,0,0,0,0,2018,6,2,26,29,4,1,Red Meat,99
1,DXB,45:00.0,LHR,C ,Lunch,15,10,11,44,6,9,38,53,7,3,18,36,22,0,0,0,0,0,0,2018,6,2,26,29,4,1,Seafood,99
1,DXB,45:00.0,LHR,C ,Lunch,15,1,15,24,,2,24,50,6,2,9,23,9,0,0,0,0,0,0,2018,6,2,26,30,5,1,Poultry,76
1,DXB,45:00.0,LHR,C ,Lunch,15,1,15,24,,2,24,50,6,2,9,23,9,0,0,0,0,0,0,2018,6,2,26,30,5,1,Red Meat,76
1,DXB,45:00.0,LHR,C ,Lunch,15,1,15,24,,2,24,50,6,2,9,23,9,0,0,0,0,0,0,2018,6,2,26,30,5,1,Seafood,76
2,LHR,20:00.0,DXB,C ,Lunch,27,3,15,38,2,3,32,57,1,4,15,48,16,0,0,0,0,0,0,2018,6,2,25,24,6,1,Poultry,92
2,LHR,20:00.0,DXB,C ,Lunch,27,3,15,38,2,3,32,57,1,4,15,48,16,0,0,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,92
2,LHR,20:00.0,DXB,C ,Lunch,27,3,15,38,2,3,32,57,1,4,15,48,16,0,0,0,0,0,0,2018,6,2,25,24,6,1,Seafood,92
2,LHR,20:00.0,DXB,C ,Lunch,15,3,23,43,1,3,22,66,3,2,33,33,13,0,0,0,0,0,0,2018,6,2,26,25,0,1,Poultry,91
2,LHR,20:00.0,DXB,C ,Lunch,15,3,23,43,1,3,22,66,3,2,33,33,13,0,0,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,91
2,LHR,20:00.0,DXB,C ,Lunch,15,3,23,43,1,3,22,66,3,2,33,33,13,0,0,0,0,0,0,2018,6,2,26,25,0,1,Seafood,91
2,LHR,20:00.0,DXB,C ,Lunch,25,1,14,42,4,,40,55,3,4,40,29,6,0,0,0,0,0,0,2018,6,2,26,26,1,1,Poultry,94
2,LHR,20:00.0,DXB,C ,Lunch,25,1,14,42,4,,40,55,3,4,40,29,6,0,0,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,94
2,LHR,20:00.0,DXB,C ,Lunch,25,1,14,42,4,,40,55,3,4,40,29,6,0,0,0,0,0,0,2018,6,2,26,26,1,1,Seafood,94
2,LHR,20:00.0,DXB,C ,Lunch,19,4,22,30,,3,36,44,2,5,23,25,20,0,0,0,0,0,0,2018,6,2,26,27,2,1,Poultry,82
2,LHR,20:00.0,DXB,C ,Lunch,19,4,22,30,,3,36,44,2,5,23,25,20,0,0,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,82
2,LHR,20:00.0,DXB,C ,Lunch,19,4,22,30,,3,36,44,2,5,23,25,20,0,0,0,0,0,0,2018,6,2,26,27,2,1,Seafood,82
2,LHR,20:00.0,DXB,C ,Lunch,27,3,19,27,,2,33,50,5,,31,27,12,0,0,0,0,0,0,2018,6,2,26,28,3,1,Poultry,84
2,LHR,20:00.0,DXB,C ,Lunch,27,3,19,27,,2,33,50,5,,31,27,12,0,0,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,84
2,LHR,20:00.0,DXB,C ,Lunch,27,3,19,27,,2,33,50,5,,31,27,12,0,0,0,0,0,0,2018,6,2,26,28,3,1,Seafood,84
2,LHR,20:00.0,DXB,C ,Lunch,11,1,19,29,1,2,28,44,,1,28,12,17,0,0,0,0,0,0,2018,6,2,26,29,4,1,Poultry,74
2,LHR,20:00.0,DXB,C ,Lunch,11,1,19,29,1,2,28,44,,1,28,12,17,0,0,0,0,0,0,2018,6,2,26,29,4,1,Red Meat,74
2,LHR,20:00.0,DXB,C ,Lunch,11,1,19,29,1,2,28,44,,1,28,12,17,0,0,0,0,0,0,2018,6,2,26,29,4,1,Seafood,74
2,LHR,20:00.0,DXB,C ,Lunch,21,2,8,30,2,2,27,41,3,5,29,20,5,0,0,0,0,0,0,2018,6,2,26,30,5,1,Poultry,70
2,LHR,20:00.0,DXB,C ,Lunch,21,2,8,30,2,2,27,41,3,5,29,20,5,0,0,0,0,0,0,2018,6,2,26,30,5,1,Red Meat,70
2,LHR,20:00.0,DXB,C ,Lunch,21,2,8,30,2,2,27,41,3,5,29,20,5,0,0,0,0,0,0,2018,6,2,26,30,5,1,Seafood,70
2,LHR,20:00.0,DXB,D ,Lunch,12,4,14,33,3,3,35,36,,1,23,26,11,0,0,0,1,0,0,2018,7,3,26,1,6,1,Poultry,72
2,LHR,20:00.0,DXB,D ,Lunch,12,4,14,33,3,3,35,36,,1,23,26,11,0,0,0,0,0,0,2018,7,3,26,1,6,1,Poultry,72
2,LHR,20:00.0,DXB,D ,Lunch,12,4,14,33,3,3,35,36,,1,23,26,11,0,0,0,0,0,0,2018,7,3,26,1,6,1,Red Meat,72
2,LHR,20:00.0,DXB,D ,Lunch,12,4,14,33,3,3,35,36,,1,23,26,11,0,0,0,0,0,1,2018,7,3,26,1,6,1,Seafood,72
3,DXB,15:00.0,LHR,C ,Lunch,27,3,15,32,4,2,27,58,,3,28,33,16,0,0,0,0,0,0,2018,6,2,25,24,6,1,Poultry,86
3,DXB,15:00.0,LHR,C ,Lunch,27,3,15,32,4,2,27,58,,3,28,33,16,0,0,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,86
3,DXB,15:00.0,LHR,C ,Lunch,27,3,15,32,4,2,27,58,,3,28,33,16,0,0,0,0,0,0,2018,6,2,25,24,6,1,Seafood,86
3,DXB,15:00.0,LHR,C ,Lunch,27,4,15,29,3,6,25,56,2,8,36,20,10,0,0,0,0,0,0,2018,6,2,26,25,0,1,Poultry,87
3,DXB,15:00.0,LHR,C ,Lunch,27,4,15,29,3,6,25,56,2,8,36,20,10,0,0,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,87
3,DXB,15:00.0,LHR,C ,Lunch,27,4,15,29,3,6,25,56,2,8,36,20,10,0,0,0,0,0,0,2018,6,2,26,25,0,1,Seafood,87
3,DXB,15:00.0,LHR,C ,Lunch,27,5,14,41,6,3,40,57,4,7,37,28,15,0,0,0,0,0,0,2018,6,2,26,26,1,1,Poultry,98
3,DXB,15:00.0,LHR,C ,Lunch,27,5,14,41,6,3,40,57,4,7,37,28,15,0,0,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,98
3,DXB,15:00.0,LHR,C ,Lunch,27,5,14,41,6,3,40,57,4,7,37,28,15,0,0,0,0,0,0,2018,6,2,26,26,1,1,Seafood,98
3,DXB,15:00.0,LHR,C ,Lunch,19,10,11,35,6,10,18,64,,11,32,26,12,0,0,0,0,0,0,2018,6,2,26,27,2,1,Poultry,92
3,DXB,15:00.0,LHR,C ,Lunch,19,10,11,35,6,10,18,64,,11,32,26,12,0,0,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,92
3,DXB,15:00.0,LHR,C ,Lunch,19,10,11,35,6,10,18,64,,11,32,26,12,0,0,0,0,0,0,2018,6,2,26,27,2,1,Seafood,92
3,DXB,15:00.0,LHR,C ,Lunch,16,9,15,40,5,8,36,49,2,,33,29,21,0,0,0,0,0,0,2018,6,2,26,28,3,1,Poultry,92
3,DXB,15:00.0,LHR,C ,Lunch,16,9,15,40,5,8,36,49,2,,33,29,21,0,0,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,92
3,DXB,15:00.0,LHR,C ,Lunch,16,9,15,40,5,8,36,49,2,,33,29,21,0,0,0,0,0,0,2018,6,2,26,28,3,1,Seafood,92
3,DXB,15:00.0,LHR,C ,Lunch,12,3,8,34,6,3,26,45,,4,6,29,13,0,0,0,0,0,0,2018,6,2,26,29,4,1,Poultry,74
3,DXB,15:00.0,LHR,C ,Lunch,12,3,8,34,6,3,26,45,,4,6,29,13,0,0,0,0,0,0,2018,6,2,26,29,4,1,Red Meat,74
3,DXB,15:00.0,LHR,C ,Lunch,12,3,8,34,6,3,26,45,,4,6,29,13,0,0,0,0,0,0,2018,6,2,26,29,4,1,Seafood,74
3,DXB,15:00.0,LHR,C ,Lunch,14,3,13,22,8,4,34,37,4,2,17,23,4,0,0,0,0,0,0,2018,6,2,26,30,5,1,Poultry,75
3,DXB,15:00.0,LHR,C ,Lunch,14,3,13,22,8,4,34,37,4,2,17,23,4,0,0,0,0,0,0,2018,6,2,26,30,5,1,Red Meat,75
3,DXB,15:00.0,LHR,C ,Lunch,14,3,13,22,8,4,34,37,4,2,17,23,4,0,0,0,0,0,0,2018,6,2,26,30,5,1,Seafood,75
4,LHR,40:00.0,DXB,C ,Dinner,22,1,14,38,2,1,23,53,14,2,22,36,3,0,0,0,0,0,0,2018,6,2,25,24,6,1,Poultry,77
4,LHR,40:00.0,DXB,C ,Dinner,22,1,14,38,2,1,23,53,14,2,22,36,3,0,0,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,77
4,LHR,40:00.0,DXB,C ,Dinner,22,1,14,38,2,1,23,53,14,2,22,36,3,0,0,0,0,0,0,2018,6,2,25,24,6,1,Seafood,77
4,LHR,40:00.0,DXB,C ,Dinner,25,1,24,23,1,1,27,46,4,2,24,37,7,0,0,0,0,0,0,2018,6,2,26,25,0,1,Poultry,74
4,LHR,40:00.0,DXB,C ,Dinner,25,1,24,23,1,1,27,46,4,2,24,37,7,0,0,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,74
4,LHR,40:00.0,DXB,C ,Dinner,25,1,24,23,1,1,27,46,4,2,24,37,7,0,0,0,0,0,0,2018,6,2,26,25,0,1,Seafood,74
4,LHR,40:00.0,DXB,C ,Dinner,24,8,14,31,4,8,31,42,6,7,46,18,4,0,0,0,0,0,0,2018,6,2,26,26,1,1,Poultry,81
4,LHR,40:00.0,DXB,C ,Dinner,24,8,14,31,4,8,31,42,6,7,46,18,4,0,0,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,81
4,LHR,40:00.0,DXB,C ,Dinner,24,8,14,31,4,8,31,42,6,7,46,18,4,0,0,0,0,0,0,2018,6,2,26,26,1,1,Seafood,81
4,LHR,40:00.0,DXB,C ,Dinner,23,1,15,27,2,,20,48,5,5,26,31,1,0,0,0,0,0,0,2018,6,2,26,27,2,1,Poultry,67
4,LHR,40:00.0,DXB,C ,Dinner,23,1,15,27,2,,20,48,5,5,26,31,1,0,0,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,67
4,LHR,40:00.0,DXB,C ,Dinner,23,1,15,27,2,,20,48,5,5,26,31,1,0,0,0,0,0,0,2018,6,2,26,27,2,1,Seafood,67
4,LHR,40:00.0,DXB,C ,Dinner,24,3,12,49,2,3,21,71,13,4,22,35,16,0,0,0,0,0,0,2018,6,2,26,28,3,1,Poultry,95
4,LHR,40:00.0,DXB,C ,Dinner,24,3,12,49,2,3,21,71,13,4,22,35,16,0,0,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,95
4,LHR,40:00.0,DXB,C ,Dinner,24,3,12,49,2,3,21,71,13,4,22,35,16,0,0,0,0,0,0,2018,6,2,26,28,3,1,Seafood,95
4,LHR,40:00.0,DXB,C ,Dinner,19,,14,32,3,,23,50,9,4,21,12,20,0,0,0,0,0,0,2018,6,2,26,29,4,1,Poultry,73
4,LHR,40:00.0,DXB,C ,Dinner,19,,14,32,3,,23,50,9,4,21,12,20,0,0,0,0,0,0,2018,6,2,26,29,4,1,Red Meat,73
4,LHR,40:00.0,DXB,C ,Dinner,19,,14,32,3,,23,50,9,4,21,12,20,0,0,0,0,0,0,2018,6,2,26,29,4,1,Seafood,73
4,LHR,40:00.0,DXB,C ,Dinner,19,2,14,29,2,1,32,38,3,3,33,17,7,0,0,0,0,0,0,2018,6,2,26,30,5,1,Poultry,70
4,LHR,40:00.0,DXB,C ,Dinner,19,2,14,29,2,1,32,38,3,3,33,17,7,0,0,0,0,0,0,2018,6,2,26,30,5,1,Red Meat,70
4,LHR,40:00.0,DXB,C ,Dinner,19,2,14,29,2,1,32,38,3,3,33,17,7,0,0,0,0,0,0,2018,6,2,26,30,5,1,Seafood,70
4,LHR,40:00.0,DXB,D ,Dinner,12,2,7,40,3,3,25,45,7,5,21,21,7,0,0,0,1,0,0,2018,7,3,26,1,6,1,Poultry,73
4,LHR,40:00.0,DXB,D ,Dinner,12,2,7,40,3,3,25,45,7,5,21,21,7,0,0,0,0,0,0,2018,7,3,26,1,6,1,Poultry,73
4,LHR,40:00.0,DXB,D ,Dinner,12,2,7,40,3,3,25,45,7,5,21,21,7,0,0,0,0,0,0,2018,7,3,26,1,6,1,Red Meat,73
4,LHR,40:00.0,DXB,D ,Dinner,12,2,7,40,3,3,25,45,7,5,21,21,7,0,0,0,0,0,1,2018,7,3,26,1,6,1,Seafood,73
5,DXB,45:00.0,LHR,C ,Lunch,19,3,12,42,5,3,28,54,3,13,31,29,5,0,0,0,0,0,0,2018,6,2,25,24,6,1,Poultry,85
5,DXB,45:00.0,LHR,C ,Lunch,19,3,12,42,5,3,28,54,3,13,31,29,5,0,0,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,85
5,DXB,45:00.0,LHR,C ,Lunch,19,3,12,42,5,3,28,54,3,13,31,29,5,0,0,0,0,0,0,2018,6,2,25,24,6,1,Seafood,85
5,DXB,45:00.0,LHR,C ,Lunch,19,3,20,34,4,3,36,50,1,6,22,30,21,0,0,0,0,0,0,2018,6,2,26,25,0,1,Poultry,89
5,DXB,45:00.0,LHR,C ,Lunch,19,3,20,34,4,3,36,50,1,6,22,30,21,0,0,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,89
5,DXB,45:00.0,LHR,C ,Lunch,19,3,20,34,4,3,36,50,1,6,22,30,21,0,0,0,0,0,0,2018,6,2,26,25,0,1,Seafood,89
5,DXB,45:00.0,LHR,C ,Lunch,15,10,10,53,3,9,30,54,1,4,45,29,12,0,0,0,0,0,0,2018,6,2,26,26,1,1,Poultry,92
5,DXB,45:00.0,LHR,C ,Lunch,15,10,10,53,3,9,30,54,1,4,45,29,12,0,0,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,92
5,DXB,45:00.0,LHR,C ,Lunch,15,10,10,53,3,9,30,54,1,4,45,29,12,0,0,0,0,0,0,2018,6,2,26,26,1,1,Seafood,92
5,DXB,45:00.0,LHR,C ,Lunch,22,4,11,50,2,4,42,66,7,5,30,36,7,0,0,0,0,0,0,2018,6,2,26,27,2,1,Poultry,111
5,DXB,45:00.0,LHR,C ,Lunch,22,4,11,50,2,4,42,66,7,5,30,36,7,0,0,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,111
5,DXB,45:00.0,LHR,C ,Lunch,22,4,11,50,2,4,42,66,7,5,30,36,7,0,0,0,0,0,0,2018,6,2,26,27,2,1,Seafood,111
5,DXB,45:00.0,LHR,C ,Lunch,22,6,21,40,6,6,39,60,1,2,22,50,19,0,0,0,0,0,0,2018,6,2,26,28,3,1,Poultry,105
5,DXB,45:00.0,LHR,C ,Lunch,22,6,21,40,6,6,39,60,1,2,22,50,19,0,0,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,105
5,DXB,45:00.0,LHR,C ,Lunch,22,6,21,40,6,6,39,60,1,2,22,50,19,0,0,0,0,0,0,2018,6,2,26,28,3,1,Seafood,105
5,DXB,45:00.0,LHR,C ,Lunch,11,4,4,36,3,6,29,38,,,14,29,8,0,0,0,0,0,0,2018,6,2,26,29,4,1,Poultry,73
5,DXB,45:00.0,LHR,C ,Lunch,11,4,4,36,3,6,29,38,,,14,29,8,0,0,0,0,0,0,2018,6,2,26,29,4,1,Red Meat,73
5,DXB,45:00.0,LHR,C ,Lunch,11,4,4,36,3,6,29,38,,,14,29,8,0,0,0,0,0,0,2018,6,2,26,29,4,1,Seafood,73
5,DXB,45:00.0,LHR,C ,Lunch,20,1,11,24,6,4,26,47,2,,22,23,8,0,0,0,0,0,0,2018,6,2,26,30,5,1,Poultry,77
5,DXB,45:00.0,LHR,C ,Lunch,20,1,11,24,6,4,26,47,2,,22,23,8,0,0,0,0,0,0,2018,6,2,26,30,5,1,Red Meat,77
5,DXB,45:00.0,LHR,C ,Lunch,20,1,11,24,6,4,26,47,2,,22,23,8,0,0,0,0,0,0,2018,6,2,26,30,5,1,Seafood,77
6,LHR,15:00.0,DXB,C ,Dinner,24,3,16,35,,3,22,54,6,,16,33,23,0,0,0,0,0,0,2018,6,2,25,24,6,1,Poultry,79
6,LHR,15:00.0,DXB,C ,Dinner,24,3,16,35,,3,22,54,6,,16,33,23,0,0,0,0,0,0,2018,6,2,25,24,6,1,Red Meat,79
6,LHR,15:00.0,DXB,C ,Dinner,24,3,16,35,,3,22,54,6,,16,33,23,0,0,0,0,0,0,2018,6,2,25,24,6,1,Seafood,79
6,LHR,15:00.0,DXB,C ,Dinner,18,1,28,38,3,1,33,55,8,7,25,30,18,0,0,0,0,0,0,2018,6,2,26,25,0,1,Poultry,89
6,LHR,15:00.0,DXB,C ,Dinner,18,1,28,38,3,1,33,55,8,7,25,30,18,0,0,0,0,0,0,2018,6,2,26,25,0,1,Red Meat,89
6,LHR,15:00.0,DXB,C ,Dinner,18,1,28,38,3,1,33,55,8,7,25,30,18,0,0,0,0,0,0,2018,6,2,26,25,0,1,Seafood,89
6,LHR,15:00.0,DXB,C ,Dinner,29,3,21,37,,3,34,67,5,1,28,27,28,0,0,0,0,0,0,2018,6,2,26,26,1,1,Poultry,104
6,LHR,15:00.0,DXB,C ,Dinner,29,3,21,37,,3,34,67,5,1,28,27,28,0,0,0,0,0,0,2018,6,2,26,26,1,1,Red Meat,104
6,LHR,15:00.0,DXB,C ,Dinner,29,3,21,37,,3,34,67,5,1,28,27,28,0,0,0,0,0,0,2018,6,2,26,26,1,1,Seafood,104
6,LHR,15:00.0,DXB,C ,Dinner,35,4,18,32,2,4,39,53,6,8,35,27,15,0,0,0,0,0,0,2018,6,2,26,27,2,1,Poultry,96
6,LHR,15:00.0,DXB,C ,Dinner,35,4,18,32,2,4,39,53,6,8,35,27,15,0,0,0,0,0,0,2018,6,2,26,27,2,1,Red Meat,96
6,LHR,15:00.0,DXB,C ,Dinner,35,4,18,32,2,4,39,53,6,8,35,27,15,0,0,0,0,0,0,2018,6,2,26,27,2,1,Seafood,96
6,LHR,15:00.0,DXB,C ,Dinner,32,10,8,47,1,5,32,64,12,3,32,28,21,0,0,0,0,0,0,2018,6,2,26,28,3,1,Poultry,96
6,LHR,15:00.0,DXB,C ,Dinner,32,10,8,47,1,5,32,64,12,3,32,28,21,0,0,0,0,0,0,2018,6,2,26,28,3,1,Red Meat,96
6,LHR,15:00.0,DXB,C ,Dinner,32,10,8,47,1,5,32,64,12,3,32,28,21,0,0,0,0,0,0,2018,6,2,26,28,3,1,Seafood,96
6,LHR,15:00.0,DXB,C ,Dinner,19,,7,27,1,,19,42,5,2,16,18,13,0,0,0,0,0,0,2018,6,2,26,29,4,1,Poultry,61
6,LHR,15:00.0,DXB,C ,Dinner,19,,7,27,1,,19,42,5,2,16,18,13,0,0,0,0,0,0,2018,6,2,26,29,4,1,Red Meat,61
6,LHR,15:00.0,DXB,C ,Dinner,19,,7,27,1,,19,42,5,2,16,18,13,0,0,0,0,0,0,2018,6,2,26,29,4,1,Seafood,61
6,LHR,15:00.0,DXB,C ,Dinner,14,3,12,31,,3,22,47,8,1,16,17,13,0,0,0,0,0,0,2018,6,2,26,30,5,1,Poultry,72
